2017-04-03,"41,400","41,720","41,300","41,440","9,579,400"
2017-04-04,"41,600","42,180","41,520","42,080","12,255,500"
2017-04-05,"41,900","42,240","41,700","42,140","10,699,700"
2017-04-06,"42,000","42,080","41,600","41,840","9,683,400"
2017-04-07,"41,800","41,820","41,160","41,600","10,021,000"
2017-04-10,"41,940","41,940","41,500","41,940","7,141,350"
2017-04-11,"41,940","41,940","41,580","41,600","7,172,900"
2017-04-12,"41,860","41,940","41,700","41,900","8,274,900"
2017-04-13,"41,660","42,460","41,660","42,420","9,040,800"
2017-04-14,"42,160","42,260","41,760","42,020","5,462,850"
2017-04-17,"42,000","42,080","41,520","41,560","5,224,750"
2017-04-18,"41,680","41,820","41,280","41,500","6,860,650"
2017-04-19,"41,300","41,420","40,900","40,900","11,762,900"
2017-04-20,"40,580","40,800","40,080","40,280","21,148,850"
2017-04-21,"40,480","41,400","40,480","40,760","15,130,500"
2017-04-24,"41,260","41,260","40,920","41,240","8,990,150"
2017-04-25,"41,460","42,740","41,320","42,700","19,299,600"
2017-04-26,"42,700","42,800","42,520","42,800","14,794,800"
2017-04-27,"42,700","44,520","41,960","43,840","23,032,250"
2017-04-28,"45,780","45,800","44,520","44,620","22,685,700"
2017-05-02,"45,500","45,500","44,760","44,900","14,068,300"
2017-05-04,"45,700","45,700","44,860","45,520","13,690,100"
2017-05-08,"45,520","47,020","45,340","47,020","19,582,550"
2017-05-10,"46,160","47,220","45,600","45,600","23,410,950"
2017-05-11,"45,420","46,180","45,220","45,500","21,277,850"
2017-05-12,"45,760","46,160","45,660","45,820","9,422,900"
2017-05-15,"45,620","46,280","45,620","46,100","8,001,400"
2017-05-16,"46,660","46,800","46,100","46,380","8,803,750"
2017-05-17,"46,120","46,640","46,100","46,340","7,424,450"
2017-05-18,"45,740","46,000","45,540","45,940","11,160,350"
2017-05-19,"45,640","45,780","44,720","44,720","15,762,350"
2017-05-22,"45,040","45,380","44,760","45,100","17,643,550"
2017-05-23,"45,400","45,580","44,900","44,920","12,607,050"
2017-05-24,"44,860","45,300","44,800","44,880","8,675,400"
2017-05-25,"45,160","45,680","44,800","45,680","13,044,800"
2017-05-26,"45,600","46,460","45,540","46,080","13,613,650"
2017-05-29,"46,220","46,400","45,380","45,620","8,739,550"
2017-05-30,"45,520","45,660","44,480","44,640","12,433,600"
2017-05-31,"44,580","45,020","44,400","44,700","18,669,100"
2017-06-01,"44,860","44,900","44,400","44,680","9,753,500"
2017-06-02,"45,060","45,960","45,000","45,960","12,488,750"
2017-06-05,"46,040","46,360","45,720","45,940","7,599,400"
2017-06-07,"46,500","46,500","45,240","45,300","13,729,400"
2017-06-08,"45,000","45,580","45,000","45,160","13,978,750"
2017-06-09,"45,680","46,440","45,600","46,100","11,732,850"
2017-06-12,"45,420","45,600","45,140","45,380","10,954,300"
2017-06-13,"45,140","45,620","45,140","45,400","8,624,900"
2017-06-14,"45,800","46,060","45,240","45,360","10,166,700"
2017-06-15,"45,680","45,920","45,180","45,680","9,657,000"
2017-06-16,"45,500","45,940","45,460","45,580","17,403,450"
2017-06-19,"45,580","46,560","45,560","46,560","11,303,900"
2017-06-20,"47,240","48,140","47,220","48,140","15,045,000"
2017-06-21,"47,740","48,120","47,480","47,480","9,973,650"
2017-06-22,"47,960","48,080","47,720","47,960","11,455,800"
2017-06-23,"47,600","47,780","47,420","47,620","9,515,100"
2017-06-26,"47,520","48,360","47,520","48,280","8,552,800"
2017-06-27,"48,220","48,400","47,900","48,300","9,616,750"
2017-06-28,"47,600","48,000","47,560","47,700","9,572,500"
2017-06-29,"48,040","48,320","47,940","47,940","8,306,550"
2017-06-30,"47,500","47,620","47,100","47,540","11,877,550"
2017-07-03,"47,500","47,780","47,120","47,220","6,805,550"
2017-07-04,"47,160","47,400","46,900","47,000","7,961,000"
2017-07-05,"46,820","47,680","46,780","47,580","10,640,250"
2017-07-06,"48,000","48,100","47,720","48,060","10,923,050"
2017-07-07,"47,740","48,120","47,620","47,860","8,131,900"
2017-07-10,"48,500","48,900","48,320","48,660","10,792,750"
2017-07-11,"48,640","49,000","48,280","49,000","9,717,800"
2017-07-12,"49,000","50,000","48,840","49,880","9,486,150"
2017-07-13,"50,080","50,940","50,040","50,560","16,034,150"
2017-07-14,"51,000","51,080","50,420","50,480","8,239,000"
2017-07-17,"50,900","51,020","50,520","50,640","8,976,100"
2017-07-18,"50,420","50,880","50,360","50,840","7,084,450"
2017-07-19,"50,620","50,820","50,000","50,740","11,157,500"
2017-07-20,"50,760","51,320","50,560","51,200","8,367,600"
2017-07-21,"50,860","51,160","50,520","51,080","8,449,050"
2017-07-24,"50,700","51,000","50,620","50,860","7,099,750"
2017-07-25,"50,500","50,760","49,940","50,000","10,810,600"
2017-07-26,"49,600","50,020","49,300","49,840","11,224,800"
2017-07-27,"50,000","50,640","49,560","49,800","11,449,500"
2017-07-28,"49,800","49,800","47,380","47,760","26,168,300"
2017-07-31,"47,420","48,240","46,920","48,200","12,701,400"
2017-08-01,"48,000","48,840","47,540","48,600","11,369,500"
2017-08-02,"49,200","49,340","48,600","49,000","7,777,450"
2017-08-03,"49,000","49,000","47,120","47,780","15,540,800"
2017-08-04,"48,160","48,180","47,500","47,700","8,359,200"
2017-08-07,"47,500","48,080","47,440","47,580","7,218,250"
2017-08-08,"47,980","48,260","47,480","47,720","7,979,600"
2017-08-09,"47,400","47,400","46,240","46,280","14,555,400"
2017-08-10,"46,200","46,320","45,460","45,900","22,986,150"
2017-08-11,"45,120","45,300","44,220","44,620","25,407,300"
2017-08-14,"45,120","45,400","44,720","45,000","19,185,600"
2017-08-16,"46,220","46,380","46,000","46,200","21,913,650"
2017-08-17,"46,960","47,300","46,740","47,040","12,415,850"
2017-08-18,"46,760","47,240","46,240","46,900","10,477,950"
2017-08-21,"47,240","47,240","46,580","46,840","5,103,450"
2017-08-22,"46,820","47,160","46,700","47,000","7,381,750"
2017-08-23,"47,780","47,780","47,180","47,480","9,384,700"
2017-08-24,"47,520","47,660","47,340","47,520","8,657,450"
2017-08-25,"47,880","47,880","46,720","47,020","11,243,550"
2017-08-28,"47,020","47,240","45,960","46,100","9,962,100"
2017-08-29,"45,640","46,080","45,160","46,080","12,623,650"
2017-08-30,"46,380","46,400","45,960","46,200","7,513,000"
2017-08-31,"46,220","46,640","46,000","46,320","11,011,700"
2017-09-01,"46,460","46,640","46,300","46,480","10,641,700"
2017-09-04,"45,780","46,360","45,500","46,040","7,943,500"
2017-09-05,"46,240","46,900","45,960","46,760","11,716,100"
2017-09-06,"46,760","47,180","46,700","47,000","10,811,050"
2017-09-07,"47,000","48,220","47,000","48,120","9,676,500"
2017-09-08,"48,700","49,180","48,580","49,080","10,893,000"
2017-09-11,"49,700","50,180","49,500","49,800","10,374,750"
2017-09-12,"50,200","50,220","49,140","49,600","12,029,750"
2017-09-13,"49,820","50,400","49,440","49,620","9,357,000"
2017-09-14,"50,060","50,320","49,760","50,300","14,204,750"
2017-09-15,"50,300","50,560","49,860","50,400","10,757,300"
2017-09-18,"50,540","52,480","50,520","52,480","11,524,950"
2017-09-19,"52,500","52,640","51,780","52,120","9,850,400"
2017-09-20,"52,120","52,500","51,840","52,220","9,292,750"
2017-09-21,"52,220","52,960","52,220","52,800","8,839,800"
2017-09-22,"52,960","53,600","52,460","53,000","13,922,400"
2017-09-25,"53,000","53,680","53,000","53,620","9,303,100"
2017-09-26,"53,020","53,120","51,560","51,660","17,057,200"
2017-09-27,"52,000","52,200","51,500","51,680","10,797,000"
2017-09-28,"52,260","52,460","51,260","51,260","12,025,450"
2017-09-29,"51,180","51,620","50,840","51,280","12,909,400"
2017-10-10,"53,360","53,640","52,800","52,800","20,519,800"
2017-10-11,"53,600","54,760","53,340","54,640","13,652,150"
2017-10-12,"54,840","55,160","54,100","54,800","13,890,700"
2017-10-13,"54,540","54,840","53,780","54,000","12,601,650"
2017-10-16,"53,980","54,860","53,760","53,920","9,769,950"
2017-10-17,"54,020","55,380","54,000","54,800","10,607,800"
2017-10-18,"54,820","55,240","54,040","54,760","10,110,750"
2017-10-19,"54,700","54,700","52,980","52,980","12,108,700"
2017-10-20,"52,800","54,100","52,800","53,840","8,027,050"
2017-10-23,"54,600","54,640","54,000","54,300","8,311,050"
2017-10-24,"54,700","54,780","54,040","54,040","5,806,050"
2017-10-25,"54,040","54,420","53,700","53,900","5,882,850"
2017-10-26,"53,720","53,900","52,400","52,400","9,776,550"
2017-10-27,"52,400","53,320","52,140","53,080","7,392,500"
2017-10-30,"53,780","54,320","53,700","54,040","8,196,150"
2017-10-31,"54,060","55,440","53,500","55,080","13,381,550"
2017-11-01,"57,500","57,500","56,180","57,220","14,510,250"
2017-11-02,"57,500","57,520","56,760","57,060","10,721,050"
2017-11-03,"57,060","57,140","55,860","56,380","9,935,800"
2017-11-06,"56,380","56,500","55,340","56,380","9,000,950"
2017-11-07,"56,380","56,920","55,860","56,100","7,464,550"
2017-11-08,"56,100","57,060","55,860","56,760","8,520,200"
2017-11-09,"56,920","56,920","55,900","56,340","11,994,050"
2017-11-10,"55,800","56,540","55,780","56,400","6,748,800"
2017-11-13,"56,400","56,800","56,100","56,380","8,806,650"
2017-11-14,"56,380","56,740","55,920","55,920","6,725,000"
2017-11-15,"55,920","56,320","55,320","55,340","8,816,950"
2017-11-16,"55,440","56,000","55,400","55,780","7,640,700"
2017-11-17,"56,400","56,880","55,820","55,820","10,733,150"
2017-11-20,"55,900","55,980","55,200","55,200","9,472,750"
2017-11-21,"55,400","55,840","55,280","55,280","10,324,700"
2017-11-22,"55,980","56,200","55,620","55,960","7,952,950"
2017-11-23,"55,960","55,980","55,020","55,300","6,272,900"
2017-11-24,"55,300","55,500","55,180","55,460","4,536,200"
2017-11-27,"55,360","55,360","52,640","52,640","18,128,900"
2017-11-28,"52,700","53,280","51,720","53,280","13,499,400"
2017-11-29,"53,200","53,240","52,500","52,600","9,590,250"
2017-11-30,"50,800","51,860","50,200","50,800","29,634,150"
2017-12-01,"50,800","51,780","50,800","50,840","12,868,600"
2017-12-04,"50,840","51,340","50,020","51,340","14,865,050"
2017-12-05,"50,600","51,300","50,280","51,260","9,326,550"
2017-12-06,"51,260","51,560","50,020","50,020","10,889,200"
2017-12-07,"50,040","50,980","50,020","50,740","11,065,600"
2017-12-08,"51,360","52,000","51,040","52,000","11,290,450"
2017-12-11,"52,000","52,040","51,500","51,780","8,125,850"
2017-12-12,"51,820","52,100","51,660","52,100","8,765,050"
2017-12-13,"52,100","52,100","51,100","51,320","11,333,700"
2017-12-14,"51,320","52,280","51,060","51,060","20,310,400"
2017-12-15,"51,240","51,480","50,520","50,620","14,928,550"
2017-12-18,"50,620","51,240","50,620","51,200","7,350,250"
2017-12-19,"51,540","52,080","51,520","51,560","11,978,600"
2017-12-20,"51,500","51,760","50,820","50,880","10,080,550"
2017-12-21,"51,000","51,060","49,100","49,140","15,624,300"
2017-12-22,"49,400","49,960","49,240","49,700","11,199,650"
2017-12-26,"49,760","50,100","48,200","48,200","16,039,850"
2017-12-27,"48,960","49,560","48,460","49,360","10,743,600"
2017-12-28,"49,560","50,960","49,500","50,960","8,985,450"
2018-01-02,"51,380","51,400","50,780","51,020","8,474,250"
2018-01-03,"52,540","52,560","51,420","51,620","10,013,500"
2018-01-04,"52,120","52,180","50,640","51,080","11,695,450"
2018-01-05,"51,300","52,120","51,200","52,120","9,481,150"
2018-01-08,"52,400","52,520","51,500","52,020","8,383,650"
2018-01-09,"51,460","51,720","49,980","50,400","18,013,600"
2018-01-10,"50,500","50,520","48,640","48,840","18,566,800"
2018-01-11,"48,200","49,260","48,020","48,240","25,123,800"
2018-01-12,"48,240","48,480","46,760","48,200","27,270,450"
2018-01-15,"48,800","48,980","47,920","48,540","10,096,000"
2018-01-16,"48,760","50,140","48,620","50,000","20,389,650"
2018-01-17,"50,020","50,020","49,060","49,620","11,053,050"
2018-01-18,"50,020","50,640","49,820","49,900","14,848,850"
2018-01-19,"50,380","50,380","49,040","49,320","9,219,950"
2018-01-22,"48,640","48,680","47,960","48,240","12,520,900"
2018-01-23,"48,660","49,160","48,300","49,160","13,532,700"
2018-01-24,"48,860","49,700","48,560","49,340","9,550,500"
2018-01-25,"49,220","50,360","49,160","50,260","11,160,350"
2018-01-26,"50,500","50,780","49,840","50,780","10,350,100"
2018-01-29,"51,200","51,480","50,900","51,220","11,838,800"
2018-01-30,"50,440","50,640","49,780","49,800","12,284,550"
2018-01-31,"50,020","54,140","49,600","49,900","64,681,300"
2018-02-01,"50,620","50,960","49,720","49,820","27,609,450"
2018-02-02,"49,380","49,400","47,700","47,700","29,260,350"
2018-02-05,"46,500","48,320","46,000","47,920","28,357,900"
2018-02-06,"46,600","47,920","46,580","47,420","19,406,450"
2018-02-07,"48,240","48,260","45,800","45,800","23,448,050"
2018-02-08,"46,120","46,620","45,980","46,000","23,251,050"
2018-02-09,"44,440","45,180","44,420","44,700","17,465,000"
2018-02-12,"45,100","46,320","45,040","45,720","15,754,950"
2018-02-13,"46,200","48,060","46,200","47,540","18,923,250"
2018-02-14,"48,080","49,100","47,940","49,000","18,905,900"
2018-02-19,"49,800","49,800","47,860","48,380","15,353,450"
2018-02-20,"48,040","48,160","47,220","47,400","10,122,600"
2018-02-21,"47,280","47,580","46,840","47,280","12,880,200"
2018-02-22,"47,260","47,260","46,760","46,760","8,869,950"
2018-02-23,"46,760","47,800","46,760","47,220","12,423,300"
2018-02-26,"47,280","47,560","47,080","47,380","9,560,650"
2018-02-27,"48,360","48,380","47,380","47,380","9,830,550"
2018-02-28,"47,380","48,100","47,000","47,060","15,162,350"
2018-03-02,"46,580","46,800","46,000","46,020","13,265,500"
2018-03-05,"45,820","46,160","45,080","45,200","14,100,950"
2018-03-06,"45,920","47,100","45,820","47,020","15,423,350"
2018-03-07,"48,200","48,900","47,220","48,620","21,427,050"
2018-03-08,"49,200","49,480","48,080","49,200","19,463,650"
2018-03-09,"49,440","50,540","49,240","49,740","14,304,400"
2018-03-12,"50,560","50,780","49,580","49,740","8,688,950"
2018-03-13,"50,760","51,660","50,360","51,660","20,098,700"
2018-03-14,"51,020","52,000","51,000","51,760","12,713,250"
2018-03-15,"52,000","52,020","51,020","51,540","8,882,450"
2018-03-16,"51,220","51,420","50,240","51,140","12,184,900"
2018-03-19,"50,620","51,340","50,440","50,740","8,218,850"
2018-03-20,"50,700","51,200","50,100","51,200","8,193,250"
2018-03-21,"51,780","51,780","51,060","51,060","8,905,200"
2018-03-22,"51,060","51,780","51,040","51,780","8,454,100"
2018-03-23,"50,340","50,720","49,600","49,720","14,854,950"
2018-03-26,"49,420","50,280","49,040","50,280","10,057,750"
2018-03-27,"50,320","50,460","49,080","49,980","11,874,000"
2018-03-28,"49,100","49,100","48,340","48,700","15,159,450"
2018-03-29,"48,700","49,560","48,320","49,040","10,067,000"
2018-03-30,"49,080","49,900","49,080","49,220","7,777,100"
2018-04-02,"49,000","49,220","48,500","48,540","7,115,650"
2018-04-03,"47,880","48,140","47,280","48,120","12,768,250"
2018-04-04,"48,160","48,260","46,920","46,920","12,384,200"
2018-04-05,"47,400","49,380","47,340","48,740","13,245,600"
2018-04-06,"48,000","48,580","47,400","48,400","12,532,700"
2018-04-09,"48,260","49,440","48,200","49,200","9,950,400"
2018-04-10,"48,540","49,220","48,040","48,880","10,984,350"
2018-04-11,"49,900","49,900","48,600","48,860","10,051,100"
2018-04-12,"49,440","49,440","48,880","49,000","12,466,250"
2018-04-13,"49,600","50,180","49,400","49,800","10,278,300"
2018-04-16,"50,320","50,600","49,860","50,340","7,877,450"
2018-04-17,"50,240","50,540","49,820","49,980","7,772,000"
2018-04-18,"51,000","51,360","50,580","51,360","13,462,600"
2018-04-19,"52,000","52,980","51,540","52,780","17,190,550"
2018-04-20,"51,800","52,260","51,420","51,620","11,761,000"
2018-04-23,"51,000","52,080","51,000","51,900","11,619,000"
2018-04-24,"51,840","51,860","50,080","50,460","15,770,300"
2018-04-25,"49,220","50,500","49,220","50,400","16,614,600"
2018-04-26,"50,420","52,160","50,400","52,140","18,046,550"
2018-04-27,"53,380","53,640","52,440","53,000","30,310,800"
2018-05-04,"53,000","53,900","51,800","51,900","39,565,392"
2018-05-08,"52,600","53,200","51,900","52,600","23,104,720"
2018-05-09,"52,600","52,800","50,900","50,900","16,128,305"
2018-05-10,"51,700","51,700","50,600","51,600","13,905,263"
2018-05-11,"52,000","52,200","51,200","51,300","10,314,997"
2018-05-14,"51,000","51,100","49,900","50,100","14,909,272"
2018-05-15,"50,200","50,400","49,100","49,200","18,709,146"
2018-05-16,"49,200","50,200","49,150","49,850","15,918,683"
2018-05-17,"50,300","50,500","49,400","49,400","10,365,440"
2018-05-18,"49,900","49,900","49,350","49,500","6,706,570"
2018-05-21,"49,650","50,200","49,100","50,000","9,020,998"
2018-05-23,"50,600","52,000","50,400","51,800","17,095,490"
2018-05-24,"52,000","52,000","51,100","51,400","8,289,275"
2018-05-25,"51,000","52,800","50,800","52,700","15,207,266"
2018-05-28,"52,500","53,000","52,000","52,300","9,787,820"
2018-05-29,"52,200","52,500","51,300","51,300","8,480,437"
2018-05-30,"51,300","51,500","49,100","49,500","20,498,098"
2018-05-31,"50,400","50,800","49,850","50,700","63,491,108"
2018-06-01,"50,500","51,700","49,950","51,300","13,038,499"
2018-06-04,"50,800","51,200","50,700","51,100","9,767,171"
2018-06-05,"51,100","51,400","50,400","51,300","9,144,100"
2018-06-07,"51,800","51,800","50,500","50,600","13,590,016"
2018-06-08,"50,200","50,400","49,600","49,650","16,951,706"
2018-06-11,"49,750","50,300","49,350","49,900","10,571,312"
2018-06-12,"49,700","49,800","49,250","49,400","12,110,569"
2018-06-14,"49,000","49,000","48,200","48,200","20,971,728"
2018-06-15,"48,500","48,700","47,650","47,650","17,080,892"
2018-06-18,"47,600","47,650","46,200","46,600","16,661,870"
2018-06-19,"47,200","47,350","46,500","47,000","15,217,971"
2018-06-20,"47,450","47,600","46,850","47,000","12,959,316"
2018-06-21,"47,900","47,900","47,050","47,050","10,015,541"
2018-06-22,"47,000","47,250","46,200","47,250","10,298,006"
2018-06-25,"47,050","47,050","46,150","46,650","10,587,711"
2018-06-26,"45,900","47,300","45,900","47,000","11,223,166"
2018-06-27,"47,450","48,500","47,000","47,950","15,274,752"
2018-06-28,"46,850","47,150","46,600","46,800","12,784,800"
2018-06-29,"46,250","47,150","46,200","46,650","14,099,635"
2018-07-02,"46,500","47,150","45,500","45,550","13,112,253"
2018-07-03,"45,750","46,450","45,750","46,150","10,959,655"
2018-07-04,"46,700","47,050","46,050","46,250","8,776,763"
2018-07-05,"46,100","46,550","45,600","45,950","7,039,773"
2018-07-06,"45,500","45,850","44,650","44,900","17,843,706"
2018-07-09,"45,500","46,100","45,200","45,600","11,602,464"
2018-07-10,"46,200","46,550","46,100","46,300","10,528,665"
2018-07-11,"46,400","46,450","45,400","46,000","11,224,077"
2018-07-12,"45,900","46,250","45,450","45,500","11,828,104"
2018-07-13,"45,800","46,500","45,750","46,500","11,543,389"
2018-07-16,"46,800","46,800","46,000","46,050","7,678,719"
2018-07-17,"46,150","46,200","45,600","45,850","8,892,953"
2018-07-18,"46,700","47,200","46,450","46,550","10,952,645"
2018-07-19,"47,050","47,200","46,600","46,900","9,880,128"
2018-07-20,"47,000","47,600","46,700","47,450","10,474,547"
2018-07-23,"47,100","47,200","46,150","46,500","10,823,782"
2018-07-24,"46,350","46,600","45,950","46,150","8,261,363"
2018-07-25,"46,250","46,550","45,900","46,150","7,222,471"
2018-07-26,"46,100","47,000","46,000","46,900","7,374,946"
2018-07-27,"46,450","47,000","46,450","46,900","4,762,460"
2018-07-30,"46,550","46,800","46,350","46,500","5,723,035"
2018-07-31,"46,200","46,450","46,000","46,250","8,033,607"
2018-08-01,"46,050","46,850","46,050","46,550","7,484,499"
2018-08-02,"46,550","46,800","45,500","45,550","8,560,924"
2018-08-03,"45,850","45,900","45,450","45,750","8,274,944"
2018-08-06,"46,150","46,150","45,750","45,800","6,771,979"
2018-08-07,"46,300","46,750","45,900","46,700","9,058,174"
2018-08-08,"47,000","47,000","46,550","46,800","6,429,338"
2018-08-09,"47,000","47,050","46,450","46,900","12,010,886"
2018-08-10,"46,150","46,400","44,850","45,400","16,670,643"
2018-08-13,"44,950","45,100","44,650","45,050","9,803,831"
2018-08-14,"44,850","45,400","44,850","45,150","6,409,259"
2018-08-16,"43,800","44,650","43,700","44,250","10,088,229"
2018-08-17,"44,050","44,400","44,050","44,100","6,808,747"
2018-08-20,"43,500","44,200","43,500","43,850","7,289,124"
2018-08-21,"43,700","44,900","43,700","44,800","9,520,270"
2018-08-22,"45,150","46,200","44,900","46,100","11,641,656"
2018-08-23,"46,150","46,200","45,700","46,200","6,730,918"
2018-08-24,"45,900","46,400","45,550","46,150","6,582,535"
2018-08-27,"46,100","46,550","46,000","46,300","5,263,782"
2018-08-28,"46,800","46,950","46,300","46,550","7,365,976"
2018-08-29,"46,750","46,800","46,400","46,800","5,572,374"
2018-08-30,"46,950","47,950","46,700","47,650","12,193,231"
2018-08-31,"47,100","48,450","47,000","48,450","13,577,454"
2018-09-03,"48,200","48,300","47,300","47,450","8,595,084"
2018-09-04,"47,550","47,800","47,200","47,650","6,791,255"
2018-09-05,"47,300","47,450","46,400","46,600","9,139,998"
2018-09-06,"46,200","46,400","45,800","46,100","9,040,553"
2018-09-07,"44,500","45,200","44,400","44,900","18,285,508"
2018-09-10,"45,450","45,550","45,000","45,500","9,979,838"
2018-09-11,"45,550","45,900","45,050","45,050","9,865,790"
2018-09-12,"44,900","45,100","44,500","44,550","12,995,269"
2018-09-13,"44,550","44,750","44,000","44,050","18,277,942"
2018-09-14,"45,000","45,850","44,900","45,850","12,446,344"
2018-09-17,"45,550","45,800","44,900","45,150","8,123,384"
2018-09-18,"44,950","45,900","44,700","45,500","9,987,090"
2018-09-19,"46,000","46,200","45,700","46,150","9,367,454"
2018-09-20,"46,850","47,600","46,400","47,250","13,536,966"
2018-09-21,"46,550","47,550","46,550","47,400","14,476,906"
2018-09-27,"46,950","47,500","46,450","47,500","15,804,586"
2018-09-28,"47,250","47,250","46,300","46,450","11,270,515"
2018-10-01,"46,450","46,800","45,800","46,350","6,354,983"
2018-10-02,"46,450","46,700","45,700","45,700","6,607,188"
2018-10-04,"45,150","45,600","44,700","44,700","11,865,327"
2018-10-05,"44,800","45,500","44,550","44,700","10,544,165"
2018-10-08,"44,200","45,200","44,200","44,950","6,759,464"
2018-10-10,"45,250","45,500","44,500","45,300","10,341,349"
2018-10-11,"44,000","44,650","43,100","43,100","19,324,536"
2018-10-12,"43,200","44,650","43,200","44,000","12,640,906"
